Year,Plot,NAdd,ln.NAtm.NAdd,NTrt,sr,TotBio,Fenced,FTrt,Exp,Field,Achimill,Agrorepe,Agroscab,Agrosmit,Allistel,Ambrarte,Ambrcoro,Andrgera,Anemcyli,Antenegl,Apocandr,Apoccann,Apocynsp,Arisbasi,Artecaud,Arteludo,Asclepsp,Asclinca,Ascloval,Asclsyri,Ascltube,Asclvert,Asteazur,Asteeric,Astejunc,Astersp,Astesimp,Astrcana,Bertinca,Brominer,Calalong,Camprotu,Carexsp,Chenalbu,Chenlept,Chenopsp,Cirsarve,Cirsdisc,Cirsiusp,Comarich,Convarve,Corepalm,Creptect,Cypefili,Cyperusp,Cypeschw,Equihyem,Equilaev,Equisesp,Eragspec,Erigcana,Erigstri,Euphcoro,Euphglyp,Fragvirg,Hedehisp,Helibick,Hierlong,Koelcris,Lactcana,Lactserr,Lactucsp,Lappsquar,Lathveno,Lechstri,Leptcogn,Lespcapi,Liataspe,Lithcane,Lithcaro,Lithossp,Lychalba,Miscelsp,Mollvert,Oenobien,Oxybhirs,Panicapi,Panilanu,Paniolig,Paniperl,Paniprae,Pensgrac,Pensgran,Petapurp,Phlopilo,Physhete,Physvirg,Poacompr,Poaprate,Polyarti,Polycana,Polyconv,Polygasp,Polygosp,Polygsp2,Polypers,Polypoly,Polytenu,Poterect,Querrubr,Ranurhom,Rudbsero,Rumeacet,Rumexsp,Schiscop,Scutlate,Setalute,Setarisp,Setaviri,Sileanti,Sisycamp,Smilrace,Smilstel,Soligram,Solimiss,Solinemo,Solirigi,Sorgnuta,Stipspar,Stipspic,Tradessp,Tradocci,Tragdubi,Verbthap,Vicivill,Violasp,Violpall,Violped2,Violpeda,Violsagi
2001,6,5.44,1.86252854011626,5.44-g N,4,89.1,1,Deer -,1,C,0,31.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.267,0,0,0,0,0,0,0,0,0,0,8.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6,5.44,1.86252854011626,5.44-g N,6,417.37,1,Deer -,1,C,0,160.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823,0,0,0,0,0,0,0,0,0,0,0,0,0,14.967,0,0,0,0,231.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.333,0,0,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6,5.44,1.86252854011626,5.44-g N,4,200.4,1,Deer -,1,C,0,166.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.933,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6,5.44,1.86252854011626,5.44-g N,4,178.897,1,Deer -,1,C,0,118.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,5.44,1.86252854011626,5.44-g N,5,308.5333,1,Deer -,1,C,0,218.9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,0,0,0,0,0,0,0,0,31.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6,5.44,1.86252854011626,5.44-g N,4,200.383,1,Deer -,1,C,0,111.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.92,0,0,0,0,0,0,0,0,0,0,4.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6,5.44,1.86252854011626,5.44-g N,4,198.2,1,Deer -,1,C,0,67.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.87,0,0,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,5.44,1.86252854011626,5.44-g N,5,205.81,1,Deer -,1,C,0,82.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0
2009,6,5.44,1.86252854011626,5.44-g N,4,49.96,1,Deer -,1,C,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,5.44,1.86252854011626,5.44-g N,6,339.96,1,Deer -,1,C,0,69.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.03,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6,5.44,1.86252854011626,5.44-g N,5,370.77,1,Deer -,1,C,0,261.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,5.44,1.86252854011626,5.44-g N,7,378.52,1,Deer -,1,C,0,339.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,11.13,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,5.44,1.86252854011626,5.44-g N,5,292.93,1,Deer -,1,C,0,270,0,0,0,0,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,5.44,1.86252854011626,5.44-g N,9,365.4,1,Deer -,1,C,0,200.7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.87,0,0,0,0,0,0,0,0.13,0,49.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6,5.44,1.86252854011626,5.44-g N,8,392.51,1,Deer -,1,C,0,274.37,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.37,0,0,0,0,0,0,0,0,0,47.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,7,2.04,1.11185751541813,2.04-g N,7,277.31,1,Deer -,1,C,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,13.867,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,197.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0,0
1983,7,2.04,1.11185751541813,2.04-g N,8,283.374,1,Deer -,1,C,0,0,0,0,0,0,6.233,0,23.167,0,0,0,0,0,0,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,20.133,0,0,0,0,0,0,0,0,0,93.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,7,2.04,1.11185751541813,2.04-g N,12,236.34,1,Deer -,1,C,0,0,0,0,0,0,11.6,0,2.947,0,0,0,0,0,0,11.467,0,0,0,0,32.1,0,0,0,0,0,0,0,0,0,0,0,4.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,12.033,0,0,0,0,0,0,0,0,0,110.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.353,0,0,0,0,0,0,0,0,0,0,2.233,0,0,0,0,0,0,2.587,0,0,0,0,0,0,0
1985,7,2.04,1.11185751541813,2.04-g N,7,242.766,1,Deer -,1,C,0,0,0,0,0,0,3.467,0,0,0,0,0.583,0,0,0,23.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,104.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0
1986,7,2.04,1.11185751541813,2.04-g N,10,289.169,1,Deer -,1,C,0,0,0.533,0,0,0,18.267,0,0,0,0,0,0,0,0,79.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.267,1.433,0,0,0,0,0,0,0,0,0,6.533,0,0,0,0,0,0,0,0,0,126.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,1.733,0,0
1987,7,2.04,1.11185751541813,2.04-g N,7,242.431,1,Deer -,1,C,0,0,0,0,0,0,43.467,0,0.067,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0
1988,7,2.04,1.11185751541813,2.04-g N,4,61.733,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,7,2.04,1.11185751541813,2.04-g N,8,257.404,1,Deer -,1,C,0,0,0,0,0,0,3.467,0,0,0,0,0,0,0,0,143.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.667,0,0,0,0,0,0,0,0,0,0,0,29.067,0,0,0,0,0,0,0,0,43.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0
1990,7,2.04,1.11185751541813,2.04-g N,9,162.443,1,Deer -,1,C,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,56.667,0,0,0,0,46.833,0,0,0,0,0,0,0,0,0,0,0,29.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.267,0,0,0,0,0,0.033,0,0,0,0,0.043,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0
1991,7,2.04,1.11185751541813,2.04-g N,9,246.744,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.87,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,79.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0.567,0.667,0,0,0,4.567,0,0,0,0,0,0,0,0
1992,7,2.04,1.11185751541813,2.04-g N,7,184.853,1,Deer -,1,C,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,54.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,95.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0
1993,7,2.04,1.11185751541813,2.04-g N,13,510.513,1,Deer -,1,C,0,0.203,0,0,0,0,0,0,1.787,0,0,0,0,0,0,110.63,0,0,0,0,236.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743,0,0,0,0,0,0,0,0,0,0,3.473,0,0,0,0,0,0,0,0,0,109.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.367,0,0,0,0,0,0,0,0,0,0,0.07,3.637,0,0,0,0,0,1.63,0,0,0,0,0.21,0,0
1994,7,2.04,1.11185751541813,2.04-g N,12,297.77,1,Deer -,1,C,0,0,0,0,0,0,12.9,0,0.5,0,0,3.5,0,0,0,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.767,0,0,0,0,0,0,0,0,0,0,8.267,7.167,0,0,0,0,0,0,0,0,85.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0.6,112.87,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,2.04,1.11185751541813,2.04-g N,11,390.369,1,Deer -,1,C,0,1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,32.433,0,0,0,0,65.633,0,0,0,0,0,0,0,0,0,0,0,22.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0,8.067,0,0,0,0,0,0,0,0,0,206.93,0,0,1.533,0,0,0,0,0,0,0,0,0,0,0,0,51.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0.099,0,0
1996,7,2.04,1.11185751541813,2.04-g N,7,360.489,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,30.033,0,0,0,0.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.177,0,0,0,0,0,0,0,0,0,209.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.633,0,0,0,0,0,0,0,0,0,0,0,66.8,33.233,0,0,0,0,0,0,0,0,0,0,0,0
1997,7,2.04,1.11185751541813,2.04-g N,10,418.73,1,Deer -,1,C,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167,0,0,0,0,3.933,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.867,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,71.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.7,0,0,0,0,0,0,0,0,0,0,0,136.63,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,2.04,1.11185751541813,2.04-g N,4,752.204,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.367,0,0,0,0,0,0,0,0,0,0,0,517.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,7,2.04,1.11185751541813,2.04-g N,10,338.868,1,Deer -,1,C,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,28.567,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0,0,0,0,0,0,0,0,0,78.967,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,39.3,0,0,0,0,0,0,0,0,0,0,0,177.77,0,0,0,0,0,0,0,0,0,0,0.487,0,0
2000,7,2.04,1.11185751541813,2.04-g N,8,242.599,1,Deer -,1,C,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,37.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,99.633,0,0,0,0,4.4,0,0,0,0,0,1.733,0,0
2001,7,2.04,1.11185751541813,2.04-g N,7,190.057,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.967,0,0,0,0,0,0,0,0,0,0,0,90.033,0,0,0,0,0,0,0,0,0,0,0.767,0,0
2002,7,2.04,1.11185751541813,2.04-g N,9,303.334,1,Deer -,1,C,0,0,0,0,0,0,3.267,0,0,0,0,28.867,0,0,0,7.9,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,46.067,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,2.04,1.11185751541813,2.04-g N,5,150.4,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.233,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.467,0,0,0,0,0,0,0,0,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,2.04,1.11185751541813,2.04-g N,5,178.1673,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.867,0,0,0,1.5333,14.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,2.04,1.11185751541813,2.04-g N,11,424.7768,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6667,0.4667,0,0,0,21.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1867,0,0,0,0,0,0,0,0,0.5067,0,0,0,0,0,0,0,0,0,74.5667,0,0,0.2333,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,278.0667,0,0,0,0,0,0,0,0,0,0,1.8333,0,0
2006,7,2.04,1.11185751541813,2.04-g N,9,300.153,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,1.247,0,0,0,102.723,0,0,0,3.16,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,48.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.323,0,0,0,0,0,0,0,0,0,0,0.3,0,0
2007,7,2.04,1.11185751541813,2.04-g N,6,265.83,1,Deer -,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.07,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.5,0,0,0,0,0,0,0,0,0,0,0,0,0
